Hierarchical_equality Compare Summary
checkpoint: models/hierarchical_equality_mlp_seed45.pt
seed: 45
device: cpu
requested_device: <auto>
target_vars: WX, YZ
pair_sizes: train=512, calibration=512, test=2048
factual_validation_exact_acc: 0.9987

GW
solver: epsilon_used=0.05, method=gw
selected soft matches:
WX: top_k=32, lambda=4.0, top_site=L3-d63, selection=(exact=0.5781, gold prob=0.5786), calibration=(exact=0.5781, gold prob=0.5786), test=(exact=0.5674, gold prob=0.5680)
YZ: top_k=2, lambda=4.0, top_site=L3-d63, selection=(exact=0.5469, gold prob=0.5467), calibration=(exact=0.5469, gold prob=0.5467), test=(exact=0.5127, gold prob=0.5120)

OT
solver: epsilon_used=0.05, method=ot
selected soft matches:
WX: top_k=9, lambda=4.0, top_site=L1-d22, selection=(exact=0.7109, gold prob=0.7122), calibration=(exact=0.7109, gold prob=0.7122), test=(exact=0.7163, gold prob=0.7157)
YZ: top_k=4, lambda=4.0, top_site=L0-d41, selection=(exact=0.7793, gold prob=0.7764), calibration=(exact=0.7793, gold prob=0.7764), test=(exact=0.7358, gold prob=0.7339)

FGW
solver: alpha=0.5, epsilon_used=0.05, method=fgw
selected soft matches:
WX: top_k=2, lambda=4.0, top_site=L0-d61, selection=(exact=0.4941, gold prob=0.4949), calibration=(exact=0.4941, gold prob=0.4949), test=(exact=0.5059, gold prob=0.5053)
YZ: top_k=47, lambda=4.0, top_site=L0-d0, selection=(exact=0.5488, gold prob=0.5433), calibration=(exact=0.5488, gold prob=0.5433), test=(exact=0.5186, gold prob=0.5197)

DAS
training: min_epochs=5, plateau_patience=2, plateau_rel_delta=0.01, type=plateau_on_train_loss
selected sites:
WX: site=L1-k32, layer=1, subspace_dim=32, epochs_ran=50, selection=(exact=0.8125, gold prob=0.8201), calibration=(exact=0.8125, gold prob=0.8201), test=(exact=0.8218, gold prob=0.8228)
YZ: site=L1-k32, layer=1, subspace_dim=32, epochs_ran=50, selection=(exact=0.8320, gold prob=0.8282), calibration=(exact=0.8320, gold prob=0.8282), test=(exact=0.8198, gold prob=0.8197)

Average Summary
DAS: exact_acc=0.8208, mean_true_class_prob=0.8213, runtime_s=17.39
FGW: exact_acc=0.5122, mean_true_class_prob=0.5125, runtime_s=7.56
GW: exact_acc=0.5400, mean_true_class_prob=0.5400, runtime_s=7.15
OT: exact_acc=0.7261, mean_true_class_prob=0.7248, runtime_s=7.29

------------------------------------------------------------------------

Candidate Sweeps

GW
calibration sweep:
WX:
WX [selected]: top_k=32, lambda=4, top_site=L3-d63, exact=0.5781, gold prob=0.5786
YZ: top_k=26, lambda=0.25, top_site=L3-d63, exact=0.5312, gold prob=0.5313
YZ: top_k=26, lambda=0.5, top_site=L3-d63, exact=0.5312, gold prob=0.5313
YZ: top_k=26, lambda=0.75, top_site=L3-d63, exact=0.5312, gold prob=0.5313
YZ: top_k=26, lambda=1, top_site=L3-d63, exact=0.5312, gold prob=0.5313
YZ: top_k=26, lambda=1.25, top_site=L3-d63, exact=0.5312, gold prob=0.5315
YZ: top_k=26, lambda=1.5, top_site=L3-d63, exact=0.5332, gold prob=0.5322
YZ: top_k=26, lambda=1.75, top_site=L3-d63, exact=0.5332, gold prob=0.5327
YZ: top_k=26, lambda=2, top_site=L3-d63, exact=0.5332, gold prob=0.5322
YZ: top_k=26, lambda=2.25, top_site=L3-d63, exact=0.5312, gold prob=0.5312
YZ: top_k=26, lambda=2.5, top_site=L3-d63, exact=0.5293, gold prob=0.5301
YZ: top_k=26, lambda=2.75, top_site=L3-d63, exact=0.5273, gold prob=0.5302
YZ: top_k=26, lambda=3, top_site=L3-d63, exact=0.5352, gold prob=0.5316
YZ: top_k=26, lambda=3.25, top_site=L3-d63, exact=0.5352, gold prob=0.5320
YZ: top_k=26, lambda=3.5, top_site=L3-d63, exact=0.5332, gold prob=0.5315
YZ: top_k=26, lambda=3.75, top_site=L3-d63, exact=0.5293, gold prob=0.5318
YZ: top_k=26, lambda=4, top_site=L3-d63, exact=0.5273, gold prob=0.5327
YZ: top_k=27, lambda=0.25, top_site=L3-d63, exact=0.5312, gold prob=0.5313
YZ: top_k=27, lambda=0.5, top_site=L3-d63, exact=0.5312, gold prob=0.5313
YZ: top_k=27, lambda=0.75, top_site=L3-d63, exact=0.5312, gold prob=0.5313
YZ: top_k=27, lambda=1, top_site=L3-d63, exact=0.5312, gold prob=0.5313
YZ: top_k=27, lambda=1.25, top_site=L3-d63, exact=0.5312, gold prob=0.5315
YZ: top_k=27, lambda=1.5, top_site=L3-d63, exact=0.5332, gold prob=0.5323
YZ: top_k=27, lambda=1.75, top_site=L3-d63, exact=0.5332, gold prob=0.5327
YZ: top_k=27, lambda=2, top_site=L3-d63, exact=0.5332, gold prob=0.5318
YZ: top_k=27, lambda=2.25, top_site=L3-d63, exact=0.5273, gold prob=0.5295
YZ: top_k=27, lambda=2.5, top_site=L3-d63, exact=0.5273, gold prob=0.5277
YZ: top_k=27, lambda=2.75, top_site=L3-d63, exact=0.5254, gold prob=0.5278
YZ: top_k=27, lambda=3, top_site=L3-d63, exact=0.5293, gold prob=0.5293
YZ: top_k=27, lambda=3.25, top_site=L3-d63, exact=0.5312, gold prob=0.5305
YZ: top_k=27, lambda=3.5, top_site=L3-d63, exact=0.5293, gold prob=0.5315
YZ: top_k=27, lambda=3.75, top_site=L3-d63, exact=0.5352, gold prob=0.5330
YZ: top_k=27, lambda=4, top_site=L3-d63, exact=0.5332, gold prob=0.5346
YZ: top_k=28, lambda=0.25, top_site=L3-d63, exact=0.5312, gold prob=0.5313
YZ: top_k=28, lambda=0.5, top_site=L3-d63, exact=0.5312, gold prob=0.5313
YZ: top_k=28, lambda=0.75, top_site=L3-d63, exact=0.5312, gold prob=0.5313
YZ: top_k=28, lambda=1, top_site=L3-d63, exact=0.5312, gold prob=0.5313
YZ: top_k=28, lambda=1.25, top_site=L3-d63, exact=0.5312, gold prob=0.5315
YZ: top_k=28, lambda=1.5, top_site=L3-d63, exact=0.5312, gold prob=0.5322
YZ: top_k=28, lambda=1.75, top_site=L3-d63, exact=0.5332, gold prob=0.5329
YZ: top_k=28, lambda=2, top_site=L3-d63, exact=0.5332, gold prob=0.5329
YZ: top_k=28, lambda=2.25, top_site=L3-d63, exact=0.5332, gold prob=0.5317
YZ: top_k=28, lambda=2.5, top_site=L3-d63, exact=0.5293, gold prob=0.5304
YZ: top_k=28, lambda=2.75, top_site=L3-d63, exact=0.5293, gold prob=0.5299
YZ: top_k=28, lambda=3, top_site=L3-d63, exact=0.5273, gold prob=0.5304
YZ: top_k=28, lambda=3.25, top_site=L3-d63, exact=0.5352, gold prob=0.5319
YZ: top_k=28, lambda=3.5, top_site=L3-d63, exact=0.5332, gold prob=0.5327
YZ: top_k=28, lambda=3.75, top_site=L3-d63, exact=0.5332, gold prob=0.5329
YZ: top_k=28, lambda=4, top_site=L3-d63, exact=0.5273, gold prob=0.5332
YZ: top_k=29, lambda=0.25, top_site=L3-d63, exact=0.5312, gold prob=0.5313
YZ: top_k=29, lambda=0.5, top_site=L3-d63, exact=0.5312, gold prob=0.5313
YZ: top_k=29, lambda=0.75, top_site=L3-d63, exact=0.5312, gold prob=0.5313
YZ: top_k=29, lambda=1, top_site=L3-d63, exact=0.5312, gold prob=0.5313
YZ: top_k=29, lambda=1.25, top_site=L3-d63, exact=0.5312, gold prob=0.5314
YZ: top_k=29, lambda=1.5, top_site=L3-d63, exact=0.5312, gold prob=0.5321
YZ: top_k=29, lambda=1.75, top_site=L3-d63, exact=0.5332, gold prob=0.5334
YZ: top_k=29, lambda=2, top_site=L3-d63, exact=0.5352, gold prob=0.5345
YZ: top_k=29, lambda=2.25, top_site=L3-d63, exact=0.5371, gold prob=0.5339
YZ: top_k=29, lambda=2.5, top_site=L3-d63, exact=0.5312, gold prob=0.5322
YZ: top_k=29, lambda=2.75, top_site=L3-d63, exact=0.5293, gold prob=0.5311
YZ: top_k=29, lambda=3, top_site=L3-d63, exact=0.5293, gold prob=0.5313
YZ: top_k=29, lambda=3.25, top_site=L3-d63, exact=0.5352, gold prob=0.5331
YZ: top_k=29, lambda=3.5, top_site=L3-d63, exact=0.5352, gold prob=0.5339
YZ: top_k=29, lambda=3.75, top_site=L3-d63, exact=0.5332, gold prob=0.5330
YZ: top_k=29, lambda=4, top_site=L3-d63, exact=0.5332, gold prob=0.5321
YZ: top_k=30, lambda=0.25, top_site=L3-d63, exact=0.5312, gold prob=0.5313
YZ: top_k=30, lambda=0.5, top_site=L3-d63, exact=0.5312, gold prob=0.5313
YZ: top_k=30, lambda=0.75, top_site=L3-d63, exact=0.5312, gold prob=0.5313
YZ: top_k=30, lambda=1, top_site=L3-d63, exact=0.5312, gold prob=0.5313
YZ: top_k=30, lambda=1.25, top_site=L3-d63, exact=0.5312, gold prob=0.5314
YZ: top_k=30, lambda=1.5, top_site=L3-d63, exact=0.5312, gold prob=0.5319
YZ: top_k=30, lambda=1.75, top_site=L3-d63, exact=0.5332, gold prob=0.5330
YZ: top_k=30, lambda=2, top_site=L3-d63, exact=0.5352, gold prob=0.5343
YZ: top_k=30, lambda=2.25, top_site=L3-d63, exact=0.5352, gold prob=0.5342
YZ: top_k=30, lambda=2.5, top_site=L3-d63, exact=0.5312, gold prob=0.5328
YZ: top_k=30, lambda=2.75, top_site=L3-d63, exact=0.5312, gold prob=0.5314
YZ: top_k=30, lambda=3, top_site=L3-d63, exact=0.5293, gold prob=0.5310
YZ: top_k=30, lambda=3.25, top_site=L3-d63, exact=0.5293, gold prob=0.5323
YZ: top_k=30, lambda=3.5, top_site=L3-d63, exact=0.5410, gold prob=0.5339
YZ: top_k=30, lambda=3.75, top_site=L3-d63, exact=0.5352, gold prob=0.5334
YZ: top_k=30, lambda=4, top_site=L3-d63, exact=0.5332, gold prob=0.5323
YZ: top_k=31, lambda=0.25, top_site=L3-d63, exact=0.5312, gold prob=0.5313
YZ: top_k=31, lambda=0.5, top_site=L3-d63, exact=0.5312, gold prob=0.5313
YZ: top_k=31, lambda=0.75, top_site=L3-d63, exact=0.5312, gold prob=0.5313
YZ: top_k=31, lambda=1, top_site=L3-d63, exact=0.5312, gold prob=0.5313
YZ: top_k=31, lambda=1.25, top_site=L3-d63, exact=0.5312, gold prob=0.5314
YZ: top_k=31, lambda=1.5, top_site=L3-d63, exact=0.5312, gold prob=0.5320
YZ: top_k=31, lambda=1.75, top_site=L3-d63, exact=0.5352, gold prob=0.5338
YZ: top_k=31, lambda=2, top_site=L3-d63, exact=0.5352, gold prob=0.5347
YZ: top_k=31, lambda=2.25, top_site=L3-d63, exact=0.5352, gold prob=0.5343
YZ: top_k=31, lambda=2.5, top_site=L3-d63, exact=0.5332, gold prob=0.5328
YZ: top_k=31, lambda=2.75, top_site=L3-d63, exact=0.5293, gold prob=0.5311
YZ: top_k=31, lambda=3, top_site=L3-d63, exact=0.5273, gold prob=0.5310
YZ: top_k=31, lambda=3.25, top_site=L3-d63, exact=0.5293, gold prob=0.5328
YZ: top_k=31, lambda=3.5, top_site=L3-d63, exact=0.5371, gold prob=0.5355
YZ: top_k=31, lambda=3.75, top_site=L3-d63, exact=0.5391, gold prob=0.5375
YZ: top_k=31, lambda=4, top_site=L3-d63, exact=0.5391, gold prob=0.5388
YZ: top_k=32, lambda=0.25, top_site=L3-d63, exact=0.5312, gold prob=0.5313
YZ: top_k=32, lambda=0.5, top_site=L3-d63, exact=0.5312, gold prob=0.5313
YZ: top_k=32, lambda=0.75, top_site=L3-d63, exact=0.5312, gold prob=0.5313
YZ: top_k=32, lambda=1, top_site=L3-d63, exact=0.5312, gold prob=0.5313
YZ: top_k=32, lambda=1.25, top_site=L3-d63, exact=0.5312, gold prob=0.5314
YZ: top_k=32, lambda=1.5, top_site=L3-d63, exact=0.5312, gold prob=0.5321
YZ: top_k=32, lambda=1.75, top_site=L3-d63, exact=0.5352, gold prob=0.5336
YZ: top_k=32, lambda=2, top_site=L3-d63, exact=0.5332, gold prob=0.5337
YZ: top_k=32, lambda=2.25, top_site=L3-d63, exact=0.5332, gold prob=0.5323
YZ: top_k=32, lambda=2.5, top_site=L3-d63, exact=0.5293, gold prob=0.5302
YZ: top_k=32, lambda=2.75, top_site=L3-d63, exact=0.5273, gold prob=0.5287
YZ: top_k=32, lambda=3, top_site=L3-d63, exact=0.5293, gold prob=0.5289
YZ: top_k=32, lambda=3.25, top_site=L3-d63, exact=0.5273, gold prob=0.5307
YZ: top_k=32, lambda=3.5, top_site=L3-d63, exact=0.5332, gold prob=0.5337
YZ: top_k=32, lambda=3.75, top_site=L3-d63, exact=0.5391, gold prob=0.5357
YZ: top_k=32, lambda=4, top_site=L3-d63, exact=0.5371, gold prob=0.5363
YZ: top_k=33, lambda=0.25, top_site=L3-d63, exact=0.5312, gold prob=0.5313
YZ: top_k=33, lambda=0.5, top_site=L3-d63, exact=0.5312, gold prob=0.5313
YZ: top_k=33, lambda=0.75, top_site=L3-d63, exact=0.5312, gold prob=0.5313
YZ: top_k=33, lambda=1, top_site=L3-d63, exact=0.5312, gold prob=0.5313
YZ: top_k=33, lambda=1.25, top_site=L3-d63, exact=0.5312, gold prob=0.5314
YZ: top_k=33, lambda=1.5, top_site=L3-d63, exact=0.5312, gold prob=0.5319
YZ: top_k=33, lambda=1.75, top_site=L3-d63, exact=0.5332, gold prob=0.5333
YZ: top_k=33, lambda=2, top_site=L3-d63, exact=0.5352, gold prob=0.5338
YZ: top_k=33, lambda=2.25, top_site=L3-d63, exact=0.5332, gold prob=0.5327
YZ: top_k=33, lambda=2.5, top_site=L3-d63, exact=0.5312, gold prob=0.5307
YZ: top_k=33, lambda=2.75, top_site=L3-d63, exact=0.5254, gold prob=0.5289
YZ: top_k=33, lambda=3, top_site=L3-d63, exact=0.5293, gold prob=0.5284
YZ: top_k=33, lambda=3.25, top_site=L3-d63, exact=0.5273, gold prob=0.5290
YZ: top_k=33, lambda=3.5, top_site=L3-d63, exact=0.5293, gold prob=0.5308
YZ: top_k=33, lambda=3.75, top_site=L3-d63, exact=0.5332, gold prob=0.5336
YZ: top_k=33, lambda=4, top_site=L3-d63, exact=0.5391, gold prob=0.5356
YZ: top_k=34, lambda=0.25, top_site=L3-d63, exact=0.5312, gold prob=0.5313
YZ: top_k=34, lambda=0.5, top_site=L3-d63, exact=0.5312, gold prob=0.5313
YZ: top_k=34, lambda=0.75, top_site=L3-d63, exact=0.5312, gold prob=0.5313
YZ: top_k=34, lambda=1, top_site=L3-d63, exact=0.5312, gold prob=0.5313
YZ: top_k=34, lambda=1.25, top_site=L3-d63, exact=0.5312, gold prob=0.5313
YZ: top_k=34, lambda=1.5, top_site=L3-d63, exact=0.5312, gold prob=0.5318
YZ: top_k=34, lambda=1.75, top_site=L3-d63, exact=0.5332, gold prob=0.5332
YZ: top_k=34, lambda=2, top_site=L3-d63, exact=0.5352, gold prob=0.5339
YZ: top_k=34, lambda=2.25, top_site=L3-d63, exact=0.5332, gold prob=0.5331
YZ: top_k=34, lambda=2.5, top_site=L3-d63, exact=0.5312, gold prob=0.5313
YZ: top_k=34, lambda=2.75, top_site=L3-d63, exact=0.5293, gold prob=0.5295
YZ: top_k=34, lambda=3, top_site=L3-d63, exact=0.5273, gold prob=0.5292
YZ: top_k=34, lambda=3.25, top_site=L3-d63, exact=0.5312, gold prob=0.5299
YZ: top_k=34, lambda=3.5, top_site=L3-d63, exact=0.5293, gold prob=0.5306
YZ: top_k=34, lambda=3.75, top_site=L3-d63, exact=0.5312, gold prob=0.5328
YZ: top_k=34, lambda=4, top_site=L3-d63, exact=0.5371, gold prob=0.5355
YZ: top_k=35, lambda=0.25, top_site=L3-d63, exact=0.5312, gold prob=0.5313
YZ: top_k=35, lambda=0.5, top_site=L3-d63, exact=0.5312, gold prob=0.5313
YZ: top_k=35, lambda=0.75, top_site=L3-d63, exact=0.5312, gold prob=0.5313
YZ: top_k=35, lambda=1, top_site=L3-d63, exact=0.5312, gold prob=0.5313
YZ: top_k=35, lambda=1.25, top_site=L3-d63, exact=0.5312, gold prob=0.5313
YZ: top_k=35, lambda=1.5, top_site=L3-d63, exact=0.5312, gold prob=0.5317
YZ: top_k=35, lambda=1.75, top_site=L3-d63, exact=0.5332, gold prob=0.5329
YZ: top_k=35, lambda=2, top_site=L3-d63, exact=0.5352, gold prob=0.5340
YZ: top_k=35, lambda=2.25, top_site=L3-d63, exact=0.5332, gold prob=0.5334
YZ: top_k=35, lambda=2.5, top_site=L3-d63, exact=0.5332, gold prob=0.5319
YZ: top_k=35, lambda=2.75, top_site=L3-d63, exact=0.5293, gold prob=0.5300
YZ: top_k=35, lambda=3, top_site=L3-d63, exact=0.5273, gold prob=0.5292
YZ: top_k=35, lambda=3.25, top_site=L3-d63, exact=0.5312, gold prob=0.5298
YZ: top_k=35, lambda=3.5, top_site=L3-d63, exact=0.5273, gold prob=0.5303
YZ: top_k=35, lambda=3.75, top_site=L3-d63, exact=0.5273, gold prob=0.5319
YZ: top_k=35, lambda=4, top_site=L3-d63, exact=0.5352, gold prob=0.5347
YZ: top_k=36, lambda=0.25, top_site=L3-d63, exact=0.5312, gold prob=0.5313
YZ: top_k=36, lambda=0.5, top_site=L3-d63, exact=0.5312, gold prob=0.5313
YZ: top_k=36, lambda=0.75, top_site=L3-d63, exact=0.5312, gold prob=0.5313
YZ: top_k=36, lambda=1, top_site=L3-d63, exact=0.5312, gold prob=0.5313
YZ: top_k=36, lambda=1.25, top_site=L3-d63, exact=0.5312, gold prob=0.5314
YZ: top_k=36, lambda=1.5, top_site=L3-d63, exact=0.5312, gold prob=0.5318
YZ: top_k=36, lambda=1.75, top_site=L3-d63, exact=0.5332, gold prob=0.5329
YZ: top_k=36, lambda=2, top_site=L3-d63, exact=0.5352, gold prob=0.5341
YZ: top_k=36, lambda=2.25, top_site=L3-d63, exact=0.5332, gold prob=0.5338
YZ: top_k=36, lambda=2.5, top_site=L3-d63, exact=0.5332, gold prob=0.5325
YZ: top_k=36, lambda=2.75, top_site=L3-d63, exact=0.5312, gold prob=0.5305
YZ: top_k=36, lambda=3, top_site=L3-d63, exact=0.5254, gold prob=0.5289
YZ: top_k=36, lambda=3.25, top_site=L3-d63, exact=0.5254, gold prob=0.5287
YZ: top_k=36, lambda=3.5, top_site=L3-d63, exact=0.5293, gold prob=0.5295
YZ: top_k=36, lambda=3.75, top_site=L3-d63, exact=0.5293, gold prob=0.5313
YZ: top_k=36, lambda=4, top_site=L3-d63, exact=0.5312, gold prob=0.5347
YZ: top_k=37, lambda=0.25, top_site=L3-d63, exact=0.5312, gold prob=0.5313
YZ: top_k=37, lambda=0.5, top_site=L3-d63, exact=0.5312, gold prob=0.5313
YZ: top_k=37, lambda=0.75, top_site=L3-d63, exact=0.5312, gold prob=0.5313
YZ: top_k=37, lambda=1, top_site=L3-d63, exact=0.5312, gold prob=0.5313
YZ: top_k=37, lambda=1.25, top_site=L3-d63, exact=0.5312, gold prob=0.5313
YZ: top_k=37, lambda=1.5, top_site=L3-d63, exact=0.5312, gold prob=0.5317
YZ: top_k=37, lambda=1.75, top_site=L3-d63, exact=0.5332, gold prob=0.5328
YZ: top_k=37, lambda=2, top_site=L3-d63, exact=0.5352, gold prob=0.5340
YZ: top_k=37, lambda=2.25, top_site=L3-d63, exact=0.5332, gold prob=0.5337
YZ: top_k=37, lambda=2.5, top_site=L3-d63, exact=0.5332, gold prob=0.5328
YZ: top_k=37, lambda=2.75, top_site=L3-d63, exact=0.5312, gold prob=0.5310
YZ: top_k=37, lambda=3, top_site=L3-d63, exact=0.5293, gold prob=0.5292
YZ: top_k=37, lambda=3.25, top_site=L3-d63, exact=0.5254, gold prob=0.5287
YZ: top_k=37, lambda=3.5, top_site=L3-d63, exact=0.5332, gold prob=0.5296
YZ: top_k=37, lambda=3.75, top_site=L3-d63, exact=0.5273, gold prob=0.5311
YZ: top_k=37, lambda=4, top_site=L3-d63, exact=0.5293, gold prob=0.5339
YZ: top_k=38, lambda=0.25, top_site=L3-d63, exact=0.5312, gold prob=0.5313
YZ: top_k=38, lambda=0.5, top_site=L3-d63, exact=0.5312, gold prob=0.5313
YZ: top_k=38, lambda=0.75, top_site=L3-d63, exact=0.5312, gold prob=0.5313
YZ: top_k=38, lambda=1, top_site=L3-d63, exact=0.5312, gold prob=0.5313
YZ: top_k=38, lambda=1.25, top_site=L3-d63, exact=0.5312, gold prob=0.5313
YZ: top_k=38, lambda=1.5, top_site=L3-d63, exact=0.5312, gold prob=0.5316
YZ: top_k=38, lambda=1.75, top_site=L3-d63, exact=0.5332, gold prob=0.5326
YZ: top_k=38, lambda=2, top_site=L3-d63, exact=0.5352, gold prob=0.5338
YZ: top_k=38, lambda=2.25, top_site=L3-d63, exact=0.5332, gold prob=0.5338
YZ: top_k=38, lambda=2.5, top_site=L3-d63, exact=0.5332, gold prob=0.5330
YZ: top_k=38, lambda=2.75, top_site=L3-d63, exact=0.5312, gold prob=0.5314
YZ: top_k=38, lambda=3, top_site=L3-d63, exact=0.5273, gold prob=0.5295
YZ: top_k=38, lambda=3.25, top_site=L3-d63, exact=0.5273, gold prob=0.5288
YZ: top_k=38, lambda=3.5, top_site=L3-d63, exact=0.5293, gold prob=0.5298
YZ: top_k=38, lambda=3.75, top_site=L3-d63, exact=0.5293, gold prob=0.5314
YZ: top_k=38, lambda=4, top_site=L3-d63, exact=0.5312, gold prob=0.5335
YZ: top_k=39, lambda=0.25, top_site=L3-d63, exact=0.5312, gold prob=0.5313
YZ: top_k=39, lambda=0.5, top_site=L3-d63, exact=0.5312, gold prob=0.5313
YZ: top_k=39, lambda=0.75, top_site=L3-d63, exact=0.5312, gold prob=0.5313
YZ: top_k=39, lambda=1, top_site=L3-d63, exact=0.5312, gold prob=0.5313
YZ: top_k=39, lambda=1.25, top_site=L3-d63, exact=0.5312, gold prob=0.5314
YZ: top_k=39, lambda=1.5, top_site=L3-d63, exact=0.5312, gold prob=0.5318
YZ: top_k=39, lambda=1.75, top_site=L3-d63, exact=0.5332, gold prob=0.5328
YZ: top_k=39, lambda=2, top_site=L3-d63, exact=0.5352, gold prob=0.5338
YZ: top_k=39, lambda=2.25, top_site=L3-d63, exact=0.5352, gold prob=0.5339
YZ: top_k=39, lambda=2.5, top_site=L3-d63, exact=0.5332, gold prob=0.5330
YZ: top_k=39, lambda=2.75, top_site=L3-d63, exact=0.5312, gold prob=0.5318
YZ: top_k=39, lambda=3, top_site=L3-d63, exact=0.5293, gold prob=0.5306
YZ: top_k=39, lambda=3.25, top_site=L3-d63, exact=0.5254, gold prob=0.5314
YZ: top_k=39, lambda=3.5, top_site=L3-d63, exact=0.5312, gold prob=0.5351
YZ: top_k=39, lambda=3.75, top_site=L3-d63, exact=0.5430, gold prob=0.5401
YZ: top_k=39, lambda=4, top_site=L3-d63, exact=0.5430, gold prob=0.5446
YZ: top_k=40, lambda=0.25, top_site=L3-d63, exact=0.5312, gold prob=0.5313
YZ: top_k=40, lambda=0.5, top_site=L3-d63, exact=0.5312, gold prob=0.5313
YZ: top_k=40, lambda=0.75, top_site=L3-d63, exact=0.5312, gold prob=0.5313
YZ: top_k=40, lambda=1, top_site=L3-d63, exact=0.5312, gold prob=0.5313
YZ: top_k=40, lambda=1.25, top_site=L3-d63, exact=0.5312, gold prob=0.5314
YZ: top_k=40, lambda=1.5, top_site=L3-d63, exact=0.5312, gold prob=0.5317
YZ: top_k=40, lambda=1.75, top_site=L3-d63, exact=0.5332, gold prob=0.5326
YZ: top_k=40, lambda=2, top_site=L3-d63, exact=0.5332, gold prob=0.5337
YZ: top_k=40, lambda=2.25, top_site=L3-d63, exact=0.5352, gold prob=0.5342
YZ: top_k=40, lambda=2.5, top_site=L3-d63, exact=0.5332, gold prob=0.5335
YZ: top_k=40, lambda=2.75, top_site=L3-d63, exact=0.5312, gold prob=0.5322
YZ: top_k=40, lambda=3, top_site=L3-d63, exact=0.5293, gold prob=0.5309
YZ: top_k=40, lambda=3.25, top_site=L3-d63, exact=0.5273, gold prob=0.5307
YZ: top_k=40, lambda=3.5, top_site=L3-d63, exact=0.5332, gold prob=0.5335
YZ: top_k=40, lambda=3.75, top_site=L3-d63, exact=0.5410, gold prob=0.5382
YZ: top_k=40, lambda=4, top_site=L3-d63, exact=0.5430, gold prob=0.5428
YZ: top_k=41, lambda=0.25, top_site=L3-d63, exact=0.5312, gold prob=0.5313
YZ: top_k=41, lambda=0.5, top_site=L3-d63, exact=0.5312, gold prob=0.5313
YZ: top_k=41, lambda=0.75, top_site=L3-d63, exact=0.5312, gold prob=0.5313
YZ: top_k=41, lambda=1, top_site=L3-d63, exact=0.5312, gold prob=0.5313
YZ: top_k=41, lambda=1.25, top_site=L3-d63, exact=0.5312, gold prob=0.5313
YZ: top_k=41, lambda=1.5, top_site=L3-d63, exact=0.5312, gold prob=0.5316
YZ: top_k=41, lambda=1.75, top_site=L3-d63, exact=0.5332, gold prob=0.5324
YZ: top_k=41, lambda=2, top_site=L3-d63, exact=0.5332, gold prob=0.5335
YZ: top_k=41, lambda=2.25, top_site=L3-d63, exact=0.5352, gold prob=0.5343
YZ: top_k=41, lambda=2.5, top_site=L3-d63, exact=0.5352, gold prob=0.5338
YZ: top_k=41, lambda=2.75, top_site=L3-d63, exact=0.5332, gold prob=0.5326
YZ: top_k=41, lambda=3, top_site=L3-d63, exact=0.5293, gold prob=0.5312
YZ: top_k=41, lambda=3.25, top_site=L3-d63, exact=0.5273, gold prob=0.5305
YZ: top_k=41, lambda=3.5, top_site=L3-d63, exact=0.5254, gold prob=0.5322
YZ: top_k=41, lambda=3.75, top_site=L3-d63, exact=0.5352, gold prob=0.5363
YZ: top_k=41, lambda=4, top_site=L3-d63, exact=0.5391, gold prob=0.5407
YZ: top_k=42, lambda=0.25, top_site=L3-d63, exact=0.5312, gold prob=0.5313
YZ: top_k=42, lambda=0.5, top_site=L3-d63, exact=0.5312, gold prob=0.5313
YZ: top_k=42, lambda=0.75, top_site=L3-d63, exact=0.5312, gold prob=0.5313
YZ: top_k=42, lambda=1, top_site=L3-d63, exact=0.5312, gold prob=0.5313
YZ: top_k=42, lambda=1.25, top_site=L3-d63, exact=0.5312, gold prob=0.5313
YZ: top_k=42, lambda=1.5, top_site=L3-d63, exact=0.5312, gold prob=0.5316
YZ: top_k=42, lambda=1.75, top_site=L3-d63, exact=0.5312, gold prob=0.5323
YZ: top_k=42, lambda=2, top_site=L3-d63, exact=0.5332, gold prob=0.5334
YZ: top_k=42, lambda=2.25, top_site=L3-d63, exact=0.5352, gold prob=0.5343
YZ: top_k=42, lambda=2.5, top_site=L3-d63, exact=0.5352, gold prob=0.5340
YZ: top_k=42, lambda=2.75, top_site=L3-d63, exact=0.5332, gold prob=0.5330
YZ: top_k=42, lambda=3, top_site=L3-d63, exact=0.5312, gold prob=0.5318
YZ: top_k=42, lambda=3.25, top_site=L3-d63, exact=0.5293, gold prob=0.5310
YZ: top_k=42, lambda=3.5, top_site=L3-d63, exact=0.5273, gold prob=0.5317
YZ: top_k=42, lambda=3.75, top_site=L3-d63, exact=0.5352, gold prob=0.5344
YZ: top_k=42, lambda=4, top_site=L3-d63, exact=0.5371, gold prob=0.5381
YZ: top_k=43, lambda=0.25, top_site=L3-d63, exact=0.5312, gold prob=0.5313
YZ: top_k=43, lambda=0.5, top_site=L3-d63, exact=0.5312, gold prob=0.5313
YZ: top_k=43, lambda=0.75, top_site=L3-d63, exact=0.5312, gold prob=0.5313
YZ: top_k=43, lambda=1, top_site=L3-d63, exact=0.5312, gold prob=0.5313
YZ: top_k=43, lambda=1.25, top_site=L3-d63, exact=0.5312, gold prob=0.5313
YZ: top_k=43, lambda=1.5, top_site=L3-d63, exact=0.5312, gold prob=0.5315
YZ: top_k=43, lambda=1.75, top_site=L3-d63, exact=0.5312, gold prob=0.5321
